Jucator: 0,name,rating,card_type,position,nation,league,team,PAC,SHO,PAS,DRI,DEF,PHY
2365,Noussair Mazraoui,82,rare,RB,Morocco,Bundesliga,FC Bayern München,84,66,77,82,76,74
2366,Giovanni Di Lorenzo,82,rare,RB,Italy,Serie A TIM,Napoli,85,66,73,77,78,80
2367,André Silva,82,rare,ST,Portugal,Bundesliga,RB Leipzig,74,83,70,82,47,78
2368,Gonçalo Guedes,82,rare,ST,Portugal,Premier League,Wolves,86,83,74,83,38,70
2369,Bukayo Saka,82,rare,RM,England,Premier League,Arsenal,84,74,78,83,65,65
2370,Kevin Volland,82,rare,ST,Germany,Ligue 1 Uber Eats,AS Monaco,70,85,79,80,46,84
2371,Emre Can,82,rare,CM,Germany,Bundesliga,Borussia Dortmund,80,78,77,80,82,87
2373,Simon Kjær,82,common,CB,Denmark,Serie A TIM,Milan,62,54,64,60,84,78
2374,Sébastien Haller,82,rare,ST,Ivory Coast,Bundesliga,Borussia Dortmund,65,80,62,74,52,82
2375,Ben Chilwell,82,rare,LWB,England,Premier League,Chelsea,76,60,78,78,78,75
2376,Matthias Ginter,82,common,CB,Germany,Bundesliga,SC Freiburg,60,59,71,66,84,79
2377,Grimaldo,82,rare,LB,Spain,Liga Portugal,SL Benfica,87,65,81,83,74,71
2378,Antony Matheus dos Sa...,82,nif,RW,Brazil,Premier League,Manchester Utd,93,74,75,86,39,69
2380,Robin Gosens,82,rare,LWB,Germany,Serie A TIM,Inter,82,75,74,79,77,80
2381,Lucas Tolentino Coelh...,82,nif,CAM,Brazil,Premier League,West Ham,72,78,79,85,69,78
2382,Sergi Darder,82,rare,CM,Spain,LaLiga Santander,RCD Espanyol,82,74,82,83,74,77
2383,Jutglà,81,team-of-the-week,ST,Spain,1A Pro League,Club Brugge,85,81,70,84,41,73
2384,Cameron Archer,81,team-of-the-week,ST,England,Premier League,Middlesbrough,88,81,65,82,37,75
2385,Gijs Smal,81,team-of-the-week,LB,Netherlands,Eredivisie,FC Twente,87,68,81,79,75,82
2386,Ehsan Haji Safi,81,team-of-the-week,LB,Iran,Hellas Liga,AEK Athens,83,77,83,82,77,81
2387,Morgan Guilavogui,81,team-of-the-week,LW,Guinea,Ligue 2 BKT,Paris FC,92,79,78,81,43,74
2388,Lazare Amani,81,uefa-europa-league-motm,CM,Ivory Coast,1A Pro League,Union SG,87,76,78,87,74,78
2389,Christos Albanis,81,team-of-the-week,LW,Greece,LaLiga SmartBank,FC Andorra,88,81,73,85,50,74
2390,Bartholomew Ogbeche,81,team-of-the-week,CF,Nigeria,Hero Indian Super League,Hyderabad FC,76,85,65,78,46,88
2391,Cedric Itten,81,team-of-the-week,ST,Switzerland,Credit Suisse Super League,BSC Young Boys,79,82,72,77,48,86
2392,Charlie Austin,81,team-of-the-week,ST,England,EFL League Two,Swindon Town,61,86,67,76,47,78
2393,Fashion Sakala,81,team-of-the-week,ST,Zambia,cinch Premiership,Rangers,95,81,72,82,43,78
2394,Mohamed Daramy,81,team-of-the-week,LW,Denmark,3F Superliga,F.C. København,93,71,72,85,37,82
2395,Nicolò Zaniolo,81,rare,CF,Italy,Süper Lig,Galatasaray,87,75,72,82,62,83
2396,Pablo Sarabia,81,common,RW,Spain,Premier League,Wolves,73,76,82,82,57,59
2397,Lucas Ocampos,81,common,LW,Argentina,LaLiga Santander,Sevilla FC,80,81,77,82,62,83
2398,Michael Santos,81,team-of-the-week,ST,Uruguay,CONMEBOL Libertadores,Talleres,86,81,72,82,52,85
2399,Edinson Cavani,81,rare,ST,Uruguay,LaLiga Santander,Valencia CF,61,83,68,72,51,73
2400,Pedro Porro,81,rare,RWB,Spain,Premier League,Spurs,82,71,75,80,75,78
2401,Thomas Delaney,81,rare,CDM,Denmark,Bundesliga,TSG Hoffenheim,72,71,74,73,82,81
2402,Felipe,81,common,CB,Brazil,Premier League,Nott'm Forest,59,43,59,61,81,83
2403,Gustav Isaksen,81,team-of-the-week,RW,Denmark,3F Superliga,FC Midtjylland,92,75,73,85,51,64
2404,Tim Kleindienst,81,team-of-the-week,ST,Germany,Bundesliga 2,Heidenheim,79,82,68,73,39,91
2405,Christopher Antwi-Adjei,81,team-of-the-week,LM,Ghana,Bundesliga,VfL Bochum,93,70,73,86,38,65
2406,Matheus Cunha,81,rare,ST,Brazil,Premier League,Wolves,84,82,75,84,32,74
2407,Tasos Douvikas,81,team-of-the-week,ST,Greece,Eredivisie,FC Utrecht,92,81,73,81,45,82
2408,Robert Tesche,81,team-of-the-week,CM,Germany,3. Liga,VfL Osnabrück,66,78,80,81,82,83
2409,Olivier Kemen,81,team-of-the-week,CM,France,Süper Lig,Kayserispor,87,80,77,83,77,91
2410,Kevin Nisbet,81,team-of-the-week,ST,Scotland,cinch Premiership,Hibernian,81,84,76,80,50,83
2411,Joseph Paintsil,81,team-of-the-week,RW,Ghana,1A Pro League,KRC Genk,97,81,72,85,44,83
2412,Collins Fai,81,team-of-the-week,RB,Cameroon,Rest of World,Al Tai,95,40,72,79,76,82
2413,Wataru Endo,81,fk8amxu,CM,Japan,Bundesliga,VfB Stuttgart,70,66,73,82,81,79
2414,Salem Al Dawsari,81,fk8amxu,LW,Saudi Arabia,Rest of World,Al Hilal,88,78,74,86,55,82
2415,Jordan Ayew,81,fk8amxu,RW,Ghana,Premier League,Crystal Palace,81,80,76,83,60,79
2416,Kerem Aktürkoğlu,81,team-of-the-week,LM,Turkey,Süper Lig,Galatasaray,90,78,75,83,43,62
2417,Tiago Djaló,81,team-of-the-week,CB,Portugal,Ligue 1 Uber Eats,LOSC Lille,85,49,67,70,82,83
2418,Mislav Oršić,81,fut-champions,LM,Croatia,Liga Hrvatska,Dinamo Zagreb,92,84,76,80,61,66
2419,Ivan Toney,81,fut-champions,ST,England,Premier League,Brentford,83,81,68,78,53,86
2420,Ivan Toney,81,team-of-the-week,ST,England,Premier League,Brentford,83,81,68,78,53,86
2421,Mislav Oršić,81,team-of-the-week,LM,Croatia,Liga Hrvatska,Dinamo Zagreb,92,84,76,80,61,66
2422,Matty Cash,81,world-cup-player,RB,Poland,World Cup,Poland,82,68,72,77,76,78
2423,Daniel Wass,81,world-cup-player,CM,Denmark,World Cup,Denmark,75,78,82,78,76,77
2424,Thorgan Hazard,81,world-cup-player,LM,Belgium,World Cup,Belgium,78,77,80,84,54,66
2425,Leandro Trossard,81,world-cup-player,LM,Belgium,World Cup,Belgium,84,80,78,83,31,63
2426,Vitinha,81,world-cup-player,CM,Portugal,World Cup,Portugal,75,69,81,85,68,57
2427,Davy Klaassen,81,world-cup-player,CAM,Netherlands,World Cup,Holland,70,82,76,78,74,79
2428,Arkadiusz Milik,81,world-cup-player,ST,Poland,World Cup,Poland,63,84,70,76,40,71
2429,Pablo Fornals,81,world-cup-player,CAM,Spain,World Cup,Spain,69,76,81,81,70,72
2430,Nordi Mukiele,81,world-cup-player,RWB,France,World Cup,France,80,50,69,74,82,82
2431,Benjamin White,81,world-cup-player,CB,England,World Cup,England,72,30,68,74,83,78
2432,Ryan Gravenberch,81,world-cup-player,CM,Netherlands,World Cup,Holland,79,77,80,85,69,74
2433,Ben Davies,81,world-cup-player,CB,Wales,World Cup,Wales,69,59,73,74,82,76
2434,Ellyes Skhiri,81,world-cup-player,CDM,Tunisia,World Cup,Tunisia,69,73,73,77,81,77
2435,Gonzalo Montiel,81,world-cup-player,RB,Argentina,World Cup,Argentina,85,61,71,77,77,83
2436,Takehiro Tomiyasu,81,world-cup-player,RB,Japan,World Cup,Japan,76,34,68,73,81,81
2437,Matheus Nunes,81,world-cup-player,CM,Portugal,World Cup,Portugal,84,72,75,84,75,78
2438,Sérgio Oliveira,81,world-cup-player,CM,Portugal,World Cup,Portugal,60,79,84,78,72,72
2439,Djibril Sow,81,world-cup-player,CM,Switzerland,World Cup,Switzerland,78,70,78,79,78,80
2440,Eric Dier,81,world-cup-player,CB,England,World Cup,England,55,65,71,66,81,85
2441,Nikola Milenković,81,world-cup-player,CB,Serbia,World Cup,Serbia,65,46,63,63,82,84
2442,Nayef Aguerd,81,world-cup-player,CB,Morocco,World Cup,Morocco,74,51,65,66,81,78
2443,Jordan Veretout,81,world-cup-player,CDM,France,World Cup,France,77,76,78,80,78,81
2444,João Mário,81,world-cup-player,CM,Portugal,World Cup,Portugal,72,70,83,84,66,68
2445,Dominic Calvert-Lewin,81,world-cup-player,ST,England,World Cup,England,82,78,65,77,40,81
2446,Benjamin Pavard,81,world-cup-player,RB,France,World Cup,France,68,56,73,73,82,80
2447,Anthony Martial,81,world-cup-player,ST,France,World Cup,France,84,80,73,85,36,67
2448,Tyrell Malacia,81,world-cup-player,LB,Netherlands,World Cup,Holland,87,57,67,79,78,78
2449,Danilo Pereira,81,world-cup-player,CDM,Portugal,World Cup,Portugal,57,64,71,72,80,86
2450,Edson Álvarez,81,world-cup-player,CDM,Mexico,World Cup,Mexico,72,58,68,70,83,87
2451,Granit Xhaka,81,world-cup-player,CDM,Switzerland,World Cup,Switzerland,50,65,80,71,71,82
2452,Pedro,81,world-cup-player,ST,Brazil,World Cup,Brazil,71,83,63,78,42,70
2453,Danilo,81,world-cup-player,RB,Brazil,World Cup,Brazil,73,68,74,75,82,80
2454,Jurriën Timber,81,world-cup-player,CB,Netherlands,World Cup,Holland,83,48,68,78,82,82
2455,Leandro Paredes,81,world-cup-player,CDM,Argentina,World Cup,Argentina,65,72,83,79,77,79
2456,Sardar Azmoun,81,world-cup-player,ST,Iran,World Cup,Iran,79,78,71,79,41,74
2457,Éverton Ribeiro,81,world-cup-player,RW,Brazil,World Cup,Brazil,82,77,81,85,49,53
2458,Boulaye Dia,81,world-cup-player,ST,Senegal,World Cup,Senegal,85,80,63,78,28,78
2459,Alex Sandro,81,world-cup-player,LB,Brazil,World Cup,Brazil,77,66,74,79,77,79
2460,José Fonte,81,world-cup-player,CB,Portugal,World Cup,Portugal,32,47,63,63,83,81
2461,Hans Vanaken,81,world-cup-player,CM,Belgium,World Cup,Belgium,45,80,82,77,60,75
2462,Héctor Herrera,81,world-cup-player,CM,Mexico,World Cup,Mexico,67,76,77,77,77,83
2463,Renato Sanches,81,world-cup-player,CM,Portugal,World Cup,Portugal,84,75,78,85,73,85
2464,Kurt Zouma,81,world-cup-player,CB,France,World Cup,France,63,52,63,57,81,85
2465,Axel Witsel,81,world-cup-player,CDM,Belgium,World Cup,Belgium,35,64,80,77,80,76
2466,Gavi,81,world-cup-player,CM,Spain,World Cup,Spain,78,65,79,85,65,69
2467,Wout Weghorst,81,world-cup-player,ST,Netherlands,World Cup,Holland,62,79,61,71,53,87
2468,Alex Telles,81,world-cup-player,LB,Brazil,World Cup,Brazil,80,75,82,78,76,72
2469,Munir,81,world-cup-player,LW,Morocco,World Cup,Morocco,79,80,77,84,36,65
2470,Steven Bergwijn,81,world-cup-player,LW,Netherlands,World Cup,Holland,87,79,76,84,43,71
2471,Manuel Lanzini,81,world-cup-player,CAM,Argentina,World Cup,Argentina,71,75,81,84,42,56
2472,Luuk de Jong,81,world-cup-player,ST,Netherlands,World Cup,Holland,50,80,72,72,47,79
2473,Weston McKennie,81,world-cup-player,CM,United States,World Cup,United States,83,75,77,81,79,84
2474,Ridle Baku,81,world-cup-player,RM,Germany,World Cup,Germany,83,74,74,82,71,79
2475,Luke Shaw,81,world-cup-player,LB,England,World Cup,England,77,55,79,79,80,79
2476,Fred,81,world-cup-player,CM,Brazil,World Cup,Brazil,77,68,80,82,76,72
2477,Nuno Mendes,81,world-cup-player,LB,Portugal,World Cup,Portugal,90,58,74,79,75,74
2478,Nicolás González,81,world-cup-player,RW,Argentina,World Cup,Argentina,88,74,74,84,46,65
2479,Pervis Estupiñán,81,world-cup-player,LB,Ecuador,World Cup,Ecuador,83,47,70,74,77,78
2480,Kim Min Jae,81,world-cup-player,CB,Korea Republic,World Cup,South Korea,82,34,58,64,81,86
2481,Juan Foyth,81,world-cup-player,RB,Argentina,World Cup,Argentina,74,47,70,74,81,79
2482,Lovro Majer,81,world-cup-player,CM,Croatia,World Cup,Croatia,70,74,82,84,61,68
2483,Mattéo Guendouzi,81,world-cup-player,CM,France,World Cup,France,74,67,80,78,78,81
2484,Remo Freuler,81,world-cup-player,CM,Switzerland,World Cup,Switzerland,69,72,76,79,76,75
2485,Adrien Rabiot,81,world-cup-player,CM,France,World Cup,France,76,74,77,80,77,80
2486,Jonathan David,81,world-cup-player,ST,Canada,World Cup,Canada,85,81,72,79,34,73
2487,Nélson Semedo,81,world-cup-player,RWB,Portugal,World Cup,Portugal,84,58,70,81,76,75
2488,Morata,81,world-cup-player,ST,Spain,World Cup,Spain,81,79,73,79,32,78
2489,Christian Günter,81,world-cup-player,LB,Germany,World Cup,Germany,81,59,72,72,76,83
2490,Youssef En-Nesyri,81,world-cup-player,ST,Morocco,World Cup,Morocco,79,81,60,75,36,77
2491,Teun Koopmeiners,81,world-cup-player,CM,Netherlands,World Cup,Holland,71,73,81,77,77,78
2492,Daley Blind,81,world-cup-player,CB,Netherlands,World Cup,Holland,43,63,83,80,82,71
2493,Josip Brekalo,81,world-cup-player,CF,Croatia,World Cup,Croatia,83,78,77,86,39,57
2494,Marten de Roon,81,world-cup-player,CDM,Netherlands,World Cup,Holland,71,69,71,72,83,84
2495,Nemanja Maksimović,81,world-cup-player,CM,Serbia,World Cup,Serbia,53,73,77,76,78,79
2496,Nemanja Gudelj,81,world-cup-player,CDM,Serbia,World Cup,Serbia,55,71,80,71,76,86
2497,Adama Traoré,81,world-cup-player,RW,Spain,World Cup,Spain,97,67,70,88,39,84
2498,Donyell Malen,81,world-cup-player,ST,Netherlands,World Cup,Holland,90,80,73,85,36,75
2499,Emiliano Buendía,81,world-cup-player,RM,Argentina,World Cup,Argentina,72,75,82,84,67,71
2500,Youssouf Fofana,81,world-cup-player,CDM,France,World Cup,France,69,68,76,78,77,79
2501,Joaquín Correa,81,world-cup-player,CF,Argentina,World Cup,Argentina,85,76,77,85,40,70
2502,Reguilón,81,world-cup-player,LWB,Spain,World Cup,Spain,84,58,75,79,78,70
2503,William Saliba,81,world-cup-player,CB,France,World Cup,France,79,40,68,72,81,80
2504,Luka Jović,81,world-cup-player,ST,Serbia,World Cup,Serbia,76,80,69,80,30,76
2505,Conor Coady,81,world-cup-player,CB,England,World Cup,England,49,58,76,68,81,75
2506,Daichi Kamada,81,world-cup-player,CAM,Japan,World Cup,Japan,75,69,80,84,47,62
2507,Conor Gallagher,81,world-cup-player,CM,England,World Cup,England,76,77,77,80,68,76
2508,Mauro Arambarri,81,world-cup-player,CDM,Uruguay,World Cup,Uruguay,62,65,74,74,79,78
2509,Rodrigo Bentancur,81,world-cup-player,CM,Uruguay,World Cup,Uruguay,69,63,81,82,79,79
2510,William Carvalho,81,world-cup-player,CDM,Portugal,World Cup,Portugal,36,66,78,74,76,85
2511,Adnan Januzaj,81,world-cup-player,RW,Belgium,World Cup,Belgium,79,74,81,85,31,58
2512,Tanguy Ndombele,81,world-cup-player,CM,France,World Cup,France,68,72,81,87,69,70
2513,Mauro Icardi,81,team-of-the-week,ST,Argentina,Süper Lig,Galatasaray,67,81,69,77,40,72
2514,David López,81,team-of-the-week,CB,Spain,LaLiga SmartBank,Girona FC,55,62,72,70,83,80
2515,Loïs Openda,81,team-of-the-week,ST,Belgium,Ligue 1 Uber Eats,RC Lens,95,80,72,81,33,82
2516,Michy Batshuayi,81,team-of-the-week,ST,Belgium,Süper Lig,Fenerbahçe,79,82,63,81,37,78
2517,Peter Olayinka,81,team-of-the-week,LM,Nigeria,Česká Liga,Slavia Praha,90,75,76,80,63,84
2518,Robert Žulj,81,team-of-the-week,CAM,Austria,LIGA BBVA MX,LASK,65,83,84,82,46,78
2519,Vitaliy Buyalskyi,81,team-of-the-week,CAM,Ukraine,Ukrayina Liha,Dynamo Kyiv,81,75,78,84,75,62
2520,Enner Valencia,81,team-of-the-week,ST,Ecuador,Süper Lig,Fenerbahçe,92,81,74,80,54,84
2521,Jesper Lindstrøm,81,team-of-the-week,RM,Denmark,Bundesliga,Frankfurt,91,77,76,84,55,70
2522,Luiz Gustavo,81,team-of-the-week,CDM,Brazil,Rest of World,Al Nassr,62,67,75,76,83,86
2523,Silas,81,team-of-the-week,RWB,DR Congo,Bundesliga,VfB Stuttgart,91,78,68,86,59,72
2524,Fabian Schär,81,team-of-the-week,CB,Switzerland,Premier League,Newcastle Utd,56,71,74,72,82,79
2525,Denis Bouanga,81,team-of-the-week,LM,Gabon,Major League Soccer,LAFC,90,80,77,82,45,78
2526,Florian Lejeune,81,team-of-the-week,CB,France,LaLiga Santander,Rayo Vallecano,57,61,66,69,81,78
2527,De Marcos,81,team-of-the-week,RB,Spain,LaLiga Santander,Athletic Club,83,68,78,76,77,80
2528,Luis Miguel Rodríguez,81,team-of-the-week,CAM,Argentina,CONMEBOL Libertadores,Colón,72,83,81,87,48,75
2529,Niclas Füllkrug,81,team-of-the-week,ST,Germany,Bundesliga,SV Werder Bremen,68,83,69,77,42,80
2530,Cesinha,81,team-of-the-week,CAM,Brazil,K League 1,Daegu FC,86,82,79,81,39,78
2531,Kevin Danso,81,team-of-the-week,CB,Austria,Ligue 1 Uber Eats,RC Lens,81,39,57,65,80,84
2532,Tyler Adams,81,ones-to-watch,CDM,United States,Premier League,Leeds United,85,53,75,79,80,82
2533,Bertrand Traoré,81,team-of-the-week,RM,Burkina Faso,Süper Lig,Başakşehir,82,78,79,86,50,70
2534,Dávid Hancko,81,team-of-the-week,LB,Slovakia,Eredivisie,Feyenoord,82,65,74,75,82,83
2535,Lucas Ocampos,81,common,LW,Argentina,Eredivisie,Ajax,80,81,77,82,62,83
2536,Gaëtan Laborde,81,rare,ST,France,Ligue 1 Uber Eats,OGC Nice,74,81,76,79,40,79
2537,Antonín Barák,81,rare,CF,Czech Republic,Serie A TIM,Fiorentina,74,79,80,81,65,75
2538,Enzo Le Fée,81,team-of-the-week,CDM,France,Ligue 1 Uber Eats,FC Lorient,66,60,82,84,66,54
2539,Denis Zakaria,81,rare,CDM,Switzerland,Premier League,Chelsea,82,64,73,77,80,85
2540,Domingos Duarte,81,team-of-the-week,CB,Portugal,LaLiga Santander,Getafe CF,58,39,63,57,84,83
2541,Jan Vertonghen,81,rare,CB,Belgium,1A Pro League,RSC Anderlecht,69,62,72,67,83,78
2542,Manuel Akanji,81,rare,CB,Switzerland,Premier League,Manchester City,77,48,70,74,83,78
2543,Robin Le Normand,81,common,CB,France,LaLiga Santander,Real Sociedad,63,25,53,58,83,80
2544,Guido Rodríguez,81,common,CDM,Argentina,LaLiga Santander,Real Betis,51,57,71,68,84,77
2545,Borja Iglesias,81,common,ST,Spain,LaLiga Santander,Real Betis,66,82,65,74,40,81
2546,Matteo Politano,81,rare,RW,Italy,Serie A TIM,Napoli,83,77,78,84,42,55
2547,Kieran Tierney,81,rare,LB,Scotland,Premier League,Arsenal,84,60,75,78,76,79
2548,Dayot Upamecano,81,rare,CB,France,Bundesliga,FC Bayern München,82,43,61,68,80,81
2549,Pepe,81,rare,CB,Portugal,Liga Portugal,FC Porto,77,51,60,61,81,87
2550,Matheus Cunha,81,rare,ST,Brazil,LaLiga Santander,Atlético de Madrid,84,82,75,84,32,74
2551,Pedro Porro,81,rare,RWB,Spain,Liga Portugal,Sporting CP,82,71,75,80,75,78
2552,Ibrahim Sangaré,81,rare,CDM,Ivory Coast,Eredivisie,PSV,66,66,73,75,81,86
2553,Bruno Guimarães,81,rare,CM,Brazil,Premier League,Newcastle Utd,69,67,79,81,76,77
2554,Henrikh Mkhitaryan,81,rare,CAM,Armenia,Serie A TIM,Inter,82,79,78,83,56,72
2555,Robert Andrich,81,rare,CDM,Germany,Bundesliga,Leverkusen,63,76,76,73,79,85
2556,Mario Pašalić,81,rare,CAM,Croatia,Serie A TIM,Bergamo Calcio,75,79,76,80,67,77
2557,Seko Fofana,81,rare,CM,Ivory Coast,Ligue 1 Uber Eats,RC Lens,73,74,75,80,73,85
2558,Gareth Bale,81,common,RW,Wales,Major League Soccer,LAFC,80,84,81,79,55,69
2559,Denis Zakaria,81,nif,CDM,Switzerland,Premier League,Chelsea,82,64,73,77,80,85
2560,Mateus Uribe,81,rare,CM,Colombia,Liga Portugal,FC Porto,75,76,75,79,80,82
2561,Benjamin Bourigeaud,81,common,RW,France,Ligue 1 Uber Eats,Stade Rennais FC,76,77,83,81,66,76
2562,Lisandro Martínez,81,rare,CB,Argentina,Premier League,Manchester Utd,72,60,76,77,82,83
2563,Carlos Vela,81,common,RW,Mexico,Major League Soccer,LAFC,77,79,76,83,30,64
2564,Rodrygo,81,rare,RW,Brazil,LaLiga Santander,Real Madrid,88,76,74,84,32,56
2565,Rafael Tolói,81,rare,CB,Italy,Serie A TIM,Bergamo Calcio,67,52,59,65,82,82
2566,Cucurella,81,common,LB,Spain,Premier League,Chelsea,76,68,78,80,77,74
2567,James Ward-Prowse,81,common,CM,England,Premier League,Southampton,59,74,86,78,67,73
2568,Tomáš Souček,81,common,CDM,Czech Republic,Premier League,West Ham,57,72,73,72,82,85
2569,Naby Keïta,81,rare,CM,Guinea,Premier League,Liverpool,69,74,76,86,69,68
2570,Téji Savanier,81,rare,CAM,France,Ligue 1 Uber Eats,Montpellier,64,76,84,83,69,68
2571,Kalvin Phillips,81,rare,CDM,England,Premier League,Manchester City,66,65,77,76,79,82
2572,Jonas Hofmann,81,rare,CAM,Germany,Bundesliga,M'gladbach,73,76,80,80,64,72
2573,Kerem Demirbay,81,rare,CM,Germany,Bundesliga,Leverkusen,69,76,81,82,71,72
2574,Pedro Gonçalves,81,common,RW,Portugal,Liga Portugal,Sporting CP,76,80,80,84,56,64
2575,Giovani Lo Celso,81,rare,CM,Argentina,LaLiga Santander,Villarreal CF,71,75,83,84,68,72
2576,Thomas Delaney,81,rare,CDM,Denmark,LaLiga Santander,Sevilla FC,72,71,74,73,82,81
2577,Evan Ndicka,81,rare,CB,France,Bundesliga,Frankfurt,80,51,71,73,81,79
2578,Nicolò Zaniolo,81,rare,CF,Italy,Serie A TIM,Roma FC,87,75,72,82,62,83
2579,Gabriel,81,common,CB,Brazil,Premier League,Arsenal,68,36,60,58,83,80
2580,Felipe,81,common,CB,Brazil,LaLiga Santander,Atlético de Madrid,59,43,59,61,81,83
2581,Gianluca Mancini,81,common,CB,Italy,Serie A TIM,Roma FC,67,45,50,59,81,87
2582,Harry Maguire,81,common,CB,England,Premier League,Manchester Utd,48,57,68,67,80,84
2583,Nicolás Otamendi,81,common,CB,Argentina,Liga Portugal,SL Benfica,63,57,62,59,83,81
2584,David Raum,81,rare,LWB,Germany,Bundesliga,RB Leipzig,87,59,77,78,71,77
2585,Lucas Vázquez,81,rare,RB,Spain,LaLiga Santander,Real Madrid,82,73,79,80,73,69
2586,Palhinha,81,rare,CDM,Portugal,Premier League,Fulham,63,65,70,72,82,89
2587,Richarlison,81,rare,ST,Brazil,Premier League,Spurs,82,79,72,82,53,79
2588,Antonin Barak,81,nif,CF,Czech Republic,Serie A TIM,Fiorentina,74,79,80,81,65,75
2589,Joško Gvardiol,81,rare,CB,Croatia,Bundesliga,RB Leipzig,82,54,69,74,80,83
2590,Emil Forsberg,81,rare,CAM,Sweden,Bundesliga,RB Leipzig,71,73,83,83,35,62
2591,Vincenzo Grifo,81,common,LM,Italy,Bundesliga,SC Freiburg,74,75,80,81,40,63
2592,Chris Smalling,81,common,CB,England,Serie A TIM,Roma FC,62,47,58,60,83,80
2593,Allan Saint-Maximin,81,rare,LM,France,Premier League,Newcastle Utd,90,73,73,88,27,68
2594,Ibrahima Konaté,81,rare,CB,France,Premier League,Liverpool,78,34,57,67,82,80
2595,Nicolás Tagliafico,81,rare,LB,Argentina,Ligue 1 Uber Eats,OL,80,56,72,75,80,80
2596,Mario Götze,81,common,CAM,Germany,Bundesliga,Frankfurt,67,74,83,84,55,67
2597,Joe Gomez,81,rare,CB,England,Premier League,Liverpool,80,30,67,69,81,78
2598,Edin Višća,81,rare,RM,Bosnia Herzegovina,Süper Lig,Trabzonspor,87,78,78,82,47,64
2599,Martin Terrier,81,common,LW,France,Ligue 1 Uber Eats,Stade Rennais FC,85,81,75,78,36,70
2600,Miralem Pjanic,81,nif,CM,Bosnia Herzegovina,LaLiga Santander,FC Barcelona,65,69,84,82,74,64
2602,Alexandre Lacazette,81,common,ST,France,Ligue 1 Uber Eats,OL,70,81,76,83,44,74
2604,Marcus Rashford,81,rare,LW,England,Premier League,Manchester Utd,87,82,75,81,41,71
2605,Lucas Torreira,81,rare,CDM,Uruguay,Süper Lig,Galatasaray,72,70,76,80,78,76
2606,Manuel Akanji,81,nif,CB,Switzerland,Premier League,Manchester City,77,48,70,74,83,78
2607,Iñaki Williams,81,rare,ST,Ghana,LaLiga Santander,Athletic Club,94,78,72,78,38,83
2608,Corentin Tolisso,81,rare,CM,France,Ligue 1 Uber Eats,OL,69,78,77,79,77,77
2609,Marc Bartra,81,rare,CB,Spain,Süper Lig,Trabzonspor,71,61,73,73,81,74
2610,Jesús Corona,81,rare,RW,Mexico,LaLiga Santander,Sevilla FC,82,65,80,86,73,67
2611,João Moutinho,81,common,CM,Portugal,Premier League,Wolves,47,71,84,79,71,66
2612,Jamal Musiala,81,rare,CM,Germany,Bundesliga,FC Bayern München,75,73,75,87,63,60
2613,Mehdi Taremi,81,rare,ST,Iran,Liga Portugal,FC Porto,77,80,74,81,38,72
2614,Pablo Sarabia,81,common,RW,Spain,Ligue 1 Uber Eats,Paris SG,73,76,82,82,57,59
2615,Gaetan Laborde,81,nif,ST,France,Ligue 1 Uber Eats,OGC Nice,74,81,76,79,40,79
2616,Ricardo Horta,81,rare,CF,Portugal,Liga Portugal,SC Braga,79,82,79,80,43,70
2617,Edmond Tapsoba,81,rare,CB,Burkina Faso,Bundesliga,Leverkusen,70,54,65,70,83,79
2618,Éver Banega,81,common,CM,Argentina,Rest of World,Al Shabab,62,74,83,82,75,72
2619,Oscar,81,rare,CAM,Brazil,Chinese Football Association Super League,Shanghai Port,79,78,82,83,59,67
